ID, Temperatura, Umidade, Tempo, Data,Unix_time, Discrepancia ,  
1,19,0,0,,0,1650970753013205,1650970753013205.0
2,19,24,0,,0,1650970753013205,1650970753013205.0
3,19,24,0,,1650934751680943000,1650970753013205,-1.6492837809279299e+18
4,19,24,"1479626031,1895,2435,928722,1063358,344,287,108806,307576,344,287,108806,304680,286,344,179725,171070,1402,1770,821076,985167,1773,1412,620469,1390693,345,275,105128,302252,273,345,177230,165944,2366,1775,613594,1273122,3870,5124,1669523,2185488,296,365,174976,193695,367,296,121659,293712",,1650934751680943000,1650970753013205,-1.6492837809279299e+18
5,21,24,"1479626031,1895,2435,928722,1063358,344,287,108806,307576,344,287,108806,304680,286,344,179725,171070,1402,1770,821076,985167,1773,1412,620469,1390693,345,275,105128,302252,273,345,177230,165944,2366,1775,613594,1273122,3870,5124,1669523,2185488,296,365,174976,193695,367,296,121659,293712",,1650934751680943000,1650970754014563,-1.6492837809269286e+18
6,21,8,"1479626031,1895,2435,928722,1063358,344,287,108806,307576,344,287,108806,304680,286,344,179725,171070,1402,1770,821076,985167,1773,1412,620469,1390693,345,275,105128,302252,273,345,177230,165944,2366,1775,613594,1273122,3870,5124,1669523,2185488,296,365,174976,193695,367,296,121659,293712",,1650934751680943000,1650970754014563,-1.6492837809269286e+18
7,21,8,"1479626031,1895,2435,928722,1063358,344,287,108806,307576,344,287,108806,304680,286,344,179725,171070,1402,1770,821076,985167,1773,1412,620469,1390693,345,275,105128,302252,273,345,177230,165944,2366,1775,613594,1273122,3870,5124,1669523,2185488,296,365,174976,193695,367,296,121659,293712",,1650934752907748900,1650970754014563,-1.6492837821537344e+18
8,21,8,"1479626031,1895,2435,928722,1063358,344,287,108806,307576,344,287,108806,304680,286,344,179725,171070,1402,1770,821076,985167,1773,1412,620469,1390693,345,275,105128,302252,273,345,177230,165944,2366,1775,613594,1273122,3870,5124,1669523,2185488,296,365,174976,193695,367,296,121659,293712",,1650934752907748900,1650970754014563,-1.6492837821537344e+18
9,5,8,"1479626031,1895,2435,928722,1063358,344,287,108806,307576,344,287,108806,304680,286,344,179725,171070,1402,1770,821076,985167,1773,1412,620469,1390693,345,275,105128,302252,273,345,177230,165944,2366,1775,613594,1273122,3870,5124,1669523,2185488,296,365,174976,193695,367,296,121659,293712",,1650934752907748900,1650963853013749,-1.649283789054735e+18
10,5,74,"1479626031,1895,2435,928722,1063358,344,287,108806,307576,344,287,108806,304680,286,344,179725,171070,1402,1770,821076,985167,1773,1412,620469,1390693,345,275,105128,302252,273,345,177230,165944,2366,1775,613594,1273122,3870,5124,1669523,2185488,296,365,174976,193695,367,296,121659,293712",,1650934752907748900,1650963853013749,-1.649283789054735e+18
11,5,74,"1479626031,1895,2435,928722,1063358,344,287,108806,307576,344,287,108806,304680,286,344,179725,171070,1402,1770,821076,985167,1773,1412,620469,1390693,345,275,105128,302252,273,345,177230,165944,2366,1775,613594,1273122,3870,5124,1669523,2185488,296,365,174976,193695,367,296,121659,293712",,1650935052234145000,1650963853013749,-1.6492840883811313e+18
12,5,74,"1479626038,4886,6091,2449410,3732594,4582,3713,1794981,2990025,4586,3714,1793581,2993346,3703,4589,1800108,2836555,4059,5043,2112857,3033260,5031,4060,1932923,3527605,4502,3707,1721892,3063693,3696,4505,1847872,2697197,6010,4796,2272082,4102361,5906,7426,3082214,4331494,3483,4223,1705307,2557549,4167,3487,1603670,2822663",,1650935052234145000,1650963853013749,-1.6492840883811313e+18
13,32,74,"1479626038,4886,6091,2449410,3732594,4582,3713,1794981,2990025,4586,3714,1793581,2993346,3703,4589,1800108,2836555,4059,5043,2112857,3033260,5031,4060,1932923,3527605,4502,3707,1721892,3063693,3696,4505,1847872,2697197,6010,4796,2272082,4102361,5906,7426,3082214,4331494,3483,4223,1705307,2557549,4167,3487,1603670,2822663",,1650935052234145000,1650963855015109,-1.6492840883791299e+18
14,32,99,"1479626038,4886,6091,2449410,3732594,4582,3713,1794981,2990025,4586,3714,1793581,2993346,3703,4589,1800108,2836555,4059,5043,2112857,3033260,5031,4060,1932923,3527605,4502,3707,1721892,3063693,3696,4505,1847872,2697197,6010,4796,2272082,4102361,5906,7426,3082214,4331494,3483,4223,1705307,2557549,4167,3487,1603670,2822663",,1650935052234145000,1650963855015109,-1.6492840883791299e+18
15,32,99,"1479626038,4886,6091,2449410,3732594,4582,3713,1794981,2990025,4586,3714,1793581,2993346,3703,4589,1800108,2836555,4059,5043,2112857,3033260,5031,4060,1932923,3527605,4502,3707,1721892,3063693,3696,4505,1847872,2697197,6010,4796,2272082,4102361,5906,7426,3082214,4331494,3483,4223,1705307,2557549,4167,3487,1603670,2822663",,1650935053445246700,1650963855015109,-1.6492840895902316e+18
16,32,99,"1479626038,4886,6091,2449410,3732594,4582,3713,1794981,2990025,4586,3714,1793581,2993346,3703,4589,1800108,2836555,4059,5043,2112857,3033260,5031,4060,1932923,3527605,4502,3707,1721892,3063693,3696,4505,1847872,2697197,6010,4796,2272082,4102361,5906,7426,3082214,4331494,3483,4223,1705307,2557549,4167,3487,1603670,2822663",,1650935053445246700,1650963855015109,-1.6492840895902316e+18
17,38,99,"1479626038,4886,6091,2449410,3732594,4582,3713,1794981,2990025,4586,3714,1793581,2993346,3703,4589,1800108,2836555,4059,5043,2112857,3033260,5031,4060,1932923,3527605,4502,3707,1721892,3063693,3696,4505,1847872,2697197,6010,4796,2272082,4102361,5906,7426,3082214,4331494,3483,4223,1705307,2557549,4167,3487,1603670,2822663",,1650935053445246700,1650964154014296,-1.6492840892912325e+18
18,38,29,"1479626038,4886,6091,2449410,3732594,4582,3713,1794981,2990025,4586,3714,1793581,2993346,3703,4589,1800108,2836555,4059,5043,2112857,3033260,5031,4060,1932923,3527605,4502,3707,1721892,3063693,3696,4505,1847872,2697197,6010,4796,2272082,4102361,5906,7426,3082214,4331494,3483,4223,1705307,2557549,4167,3487,1603670,2822663",,1650935053445246700,1650964154014296,-1.6492840892912325e+18
19,38,29,"1479626038,4886,6091,2449410,3732594,4582,3713,1794981,2990025,4586,3714,1793581,2993346,3703,4589,1800108,2836555,4059,5043,2112857,3033260,5031,4060,1932923,3527605,4502,3707,1721892,3063693,3696,4505,1847872,2697197,6010,4796,2272082,4102361,5906,7426,3082214,4331494,3483,4223,1705307,2557549,4167,3487,1603670,2822663",,1650935352774946300,1650964154014296,-1.649284388620932e+18
20,38,29,"1479626041,3856,4937,2082394,2871737,3496,2759,1285743,2458062,3459,2759,1235098,2459510,2757,3451,1476314,1919584,4067,5160,2124576,3132168,5127,4086,1991103,3579872,3471,2759,1298489,2440736,2750,3464,1454770,2043716,4925,3897,1897087,3489377,4989,6250,2743505,3692388,2756,3491,1464216,1996217,3500,2755,1272053,2442247",,1650935352774946300,1650964154014296,-1.649284388620932e+18
21,17,29,"1479626041,3856,4937,2082394,2871737,3496,2759,1285743,2458062,3459,2759,1235098,2459510,2757,3451,1476314,1919584,4067,5160,2124576,3132168,5127,4086,1991103,3579872,3471,2759,1298489,2440736,2750,3464,1454770,2043716,4925,3897,1897087,3489377,4989,6250,2743505,3692388,2756,3491,1464216,1996217,3500,2755,1272053,2442247",,1650935352774946300,165096415501566,-1.6507702563594447e+18
22,17,51,"1479626041,3856,4937,2082394,2871737,3496,2759,1285743,2458062,3459,2759,1235098,2459510,2757,3451,1476314,1919584,4067,5160,2124576,3132168,5127,4086,1991103,3579872,3471,2759,1298489,2440736,2750,3464,1454770,2043716,4925,3897,1897087,3489377,4989,6250,2743505,3692388,2756,3491,1464216,1996217,3500,2755,1272053,2442247",,1650935352774946300,165096415501566,-1.6507702563594447e+18
23,17,51,"1479626041,3856,4937,2082394,2871737,3496,2759,1285743,2458062,3459,2759,1235098,2459510,2757,3451,1476314,1919584,4067,5160,2124576,3132168,5127,4086,1991103,3579872,3471,2759,1298489,2440736,2750,3464,1454770,2043716,4925,3897,1897087,3489377,4989,6250,2743505,3692388,2756,3491,1464216,1996217,3500,2755,1272053,2442247",,1650935353981780700,165096415501566,-1.6507702575662792e+18
24,17,51,"1479626041,3856,4937,2082394,2871737,3496,2759,1285743,2458062,3459,2759,1235098,2459510,2757,3451,1476314,1919584,4067,5160,2124576,3132168,5127,4086,1991103,3579872,3471,2759,1298489,2440736,2750,3464,1454770,2043716,4925,3897,1897087,3489377,4989,6250,2743505,3692388,2756,3491,1464216,1996217,3500,2755,1272053,2442247",,1650935353981780700,165096415501566,-1.6507702575662792e+18
25,37,51,"1479626041,3856,4937,2082394,2871737,3496,2759,1285743,2458062,3459,2759,1235098,2459510,2757,3451,1476314,1919584,4067,5160,2124576,3132168,5127,4086,1991103,3579872,3471,2759,1298489,2440736,2750,3464,1454770,2043716,4925,3897,1897087,3489377,4989,6250,2743505,3692388,2756,3491,1464216,1996217,3500,2755,1272053,2442247",,1650935353981780700,1650964454014854,-1.6492843895277658e+18
26,37,60,"1479626041,3856,4937,2082394,2871737,3496,2759,1285743,2458062,3459,2759,1235098,2459510,2757,3451,1476314,1919584,4067,5160,2124576,3132168,5127,4086,1991103,3579872,3471,2759,1298489,2440736,2750,3464,1454770,2043716,4925,3897,1897087,3489377,4989,6250,2743505,3692388,2756,3491,1464216,1996217,3500,2755,1272053,2442247",,1650935353981780700,1650964454014854,-1.6492843895277658e+18
27,37,60,"1479626041,3856,4937,2082394,2871737,3496,2759,1285743,2458062,3459,2759,1235098,2459510,2757,3451,1476314,1919584,4067,5160,2124576,3132168,5127,4086,1991103,3579872,3471,2759,1298489,2440736,2750,3464,1454770,2043716,4925,3897,1897087,3489377,4989,6250,2743505,3692388,2756,3491,1464216,1996217,3500,2755,1272053,2442247",,1650935653316449500,1650964454014854,-1.6492846888624346e+18
28,37,60,"1479626042,4148,5164,2302054,2947672,3690,2995,1346051,2776922,3686,2995,1370419,2768234,2996,3689,1653936,2129797,3881,4967,2143294,2835046,4955,3859,1797154,3557681,3613,2907,1277680,2680044,2917,3623,1609549,1981318,5114,4063,1798387,3783427,5172,6548,2873772,3580065,2957,3579,1619376,2006284,3565,2927,1286837,2663940",,1650935653316449500,1650964454014854,-1.6492846888624346e+18
29,15,60,"1479626042,4148,5164,2302054,2947672,3690,2995,1346051,2776922,3686,2995,1370419,2768234,2996,3689,1653936,2129797,3881,4967,2143294,2835046,4955,3859,1797154,3557681,3613,2907,1277680,2680044,2917,3623,1609549,1981318,5114,4063,1798387,3783427,5172,6548,2873772,3580065,2957,3579,1619376,2006284,3565,2927,1286837,2663940",,1650935653316449500,1650964456016199,-1.6492846888604334e+18
30,15,41,"1479626042,4148,5164,2302054,2947672,3690,2995,1346051,2776922,3686,2995,1370419,2768234,2996,3689,1653936,2129797,3881,4967,2143294,2835046,4955,3859,1797154,3557681,3613,2907,1277680,2680044,2917,3623,1609549,1981318,5114,4063,1798387,3783427,5172,6548,2873772,3580065,2957,3579,1619376,2006284,3565,2927,1286837,2663940",,1650935653316449500,1650964456016199,-1.6492846888604334e+18
31,15,41,"1479626042,4148,5164,2302054,2947672,3690,2995,1346051,2776922,3686,2995,1370419,2768234,2996,3689,1653936,2129797,3881,4967,2143294,2835046,4955,3859,1797154,3557681,3613,2907,1277680,2680044,2917,3623,1609549,1981318,5114,4063,1798387,3783427,5172,6548,2873772,3580065,2957,3579,1619376,2006284,3565,2927,1286837,2663940",,1650935654520266200,1650964456016199,-1.64928469006425e+18
32,15,41,"1479626042,4148,5164,2302054,2947672,3690,2995,1346051,2776922,3686,2995,1370419,2768234,2996,3689,1653936,2129797,3881,4967,2143294,2835046,4955,3859,1797154,3557681,3613,2907,1277680,2680044,2917,3623,1609549,1981318,5114,4063,1798387,3783427,5172,6548,2873772,3580065,2957,3579,1619376,2006284,3565,2927,1286837,2663940",,1650935654520266200,1650964456016199,-1.64928469006425e+18
33,13,41,"1479626042,4148,5164,2302054,2947672,3690,2995,1346051,2776922,3686,2995,1370419,2768234,2996,3689,1653936,2129797,3881,4967,2143294,2835046,4955,3859,1797154,3557681,3613,2907,1277680,2680044,2917,3623,1609549,1981318,5114,4063,1798387,3783427,5172,6548,2873772,3580065,2957,3579,1619376,2006284,3565,2927,1286837,2663940",,1650935654520266200,1650964755015388,-1.6492846897652508e+18
34,13,51,"1479626042,4148,5164,2302054,2947672,3690,2995,1346051,2776922,3686,2995,1370419,2768234,2996,3689,1653936,2129797,3881,4967,2143294,2835046,4955,3859,1797154,3557681,3613,2907,1277680,2680044,2917,3623,1609549,1981318,5114,4063,1798387,3783427,5172,6548,2873772,3580065,2957,3579,1619376,2006284,3565,2927,1286837,2663940",,1650935654520266200,1650964755015388,-1.6492846897652508e+18
35,13,51,"1479626042,4148,5164,2302054,2947672,3690,2995,1346051,2776922,3686,2995,1370419,2768234,2996,3689,1653936,2129797,3881,4967,2143294,2835046,4955,3859,1797154,3557681,3613,2907,1277680,2680044,2917,3623,1609549,1981318,5114,4063,1798387,3783427,5172,6548,2873772,3580065,2957,3579,1619376,2006284,3565,2927,1286837,2663940",,1650935953869617700,1650964755015388,-1.6492849891146022e+18
36,13,51,"1479626043,4043,4842,2097150,2837621,3498,2948,1339120,2411900,3531,2948,1322446,2407556,2951,3499,1452878,2077846,3991,4749,2139052,2698289,4752,3999,1729776,3629139,3575,3044,1380902,2555121,3040,3573,1532212,2177625,4958,4170,1882198,3667893,5276,6307,2819232,3679884,3030,3599,1533629,2169831,3625,3051,1373232,2557414",,1650935953869617700,1650964755015388,-1.6492849891146022e+18
37,34,51,"1479626043,4043,4842,2097150,2837621,3498,2948,1339120,2411900,3531,2948,1322446,2407556,2951,3499,1452878,2077846,3991,4749,2139052,2698289,4752,3999,1729776,3629139,3575,3044,1380902,2555121,3040,3573,1532212,2177625,4958,4170,1882198,3667893,5276,6307,2819232,3679884,3030,3599,1533629,2169831,3625,3051,1373232,2557414",,1650935953869617700,1650964756016754,-1.649284989113601e+18
38,34,18,"1479626043,4043,4842,2097150,2837621,3498,2948,1339120,2411900,3531,2948,1322446,2407556,2951,3499,1452878,2077846,3991,4749,2139052,2698289,4752,3999,1729776,3629139,3575,3044,1380902,2555121,3040,3573,1532212,2177625,4958,4170,1882198,3667893,5276,6307,2819232,3679884,3030,3599,1533629,2169831,3625,3051,1373232,2557414",,1650935953869617700,1650964756016754,-1.649284989113601e+18
39,34,18,"1479626043,4043,4842,2097150,2837621,3498,2948,1339120,2411900,3531,2948,1322446,2407556,2951,3499,1452878,2077846,3991,4749,2139052,2698289,4752,3999,1729776,3629139,3575,3044,1380902,2555121,3040,3573,1532212,2177625,4958,4170,1882198,3667893,5276,6307,2819232,3679884,3030,3599,1533629,2169831,3625,3051,1373232,2557414",,1650935955064055300,1650964756016754,-1.6492849903080387e+18
40,34,18,"1479626043,4043,4842,2097150,2837621,3498,2948,1339120,2411900,3531,2948,1322446,2407556,2951,3499,1452878,2077846,3991,4749,2139052,2698289,4752,3999,1729776,3629139,3575,3044,1380902,2555121,3040,3573,1532212,2177625,4958,4170,1882198,3667893,5276,6307,2819232,3679884,3030,3599,1533629,2169831,3625,3051,1373232,2557414",,1650935955064055300,1650964756016754,-1.6492849903080387e+18
41,7,18,"1479626043,4043,4842,2097150,2837621,3498,2948,1339120,2411900,3531,2948,1322446,2407556,2951,3499,1452878,2077846,3991,4749,2139052,2698289,4752,3999,1729776,3629139,3575,3044,1380902,2555121,3040,3573,1532212,2177625,4958,4170,1882198,3667893,5276,6307,2819232,3679884,3030,3599,1533629,2169831,3625,3051,1373232,2557414",,1650935955064055300,1650965055015946,-1.6492849900090394e+18
42,7,4,"1479626043,4043,4842,2097150,2837621,3498,2948,1339120,2411900,3531,2948,1322446,2407556,2951,3499,1452878,2077846,3991,4749,2139052,2698289,4752,3999,1729776,3629139,3575,3044,1380902,2555121,3040,3573,1532212,2177625,4958,4170,1882198,3667893,5276,6307,2819232,3679884,3030,3599,1533629,2169831,3625,3051,1373232,2557414",,1650935955064055300,1650965055015946,-1.6492849900090394e+18
43,7,4,"1479626043,4043,4842,2097150,2837621,3498,2948,1339120,2411900,3531,2948,1322446,2407556,2951,3499,1452878,2077846,3991,4749,2139052,2698289,4752,3999,1729776,3629139,3575,3044,1380902,2555121,3040,3573,1532212,2177625,4958,4170,1882198,3667893,5276,6307,2819232,3679884,3030,3599,1533629,2169831,3625,3051,1373232,2557414",,1650936254407692500,1650965055015946,-1.6492852893526766e+18
44,7,4,"1479626044,4060,5080,2297053,2843365,3556,2907,1247203,2838856,3531,2907,1246321,2835960,2897,3543,1687309,1928144,4206,5365,2192993,3175912,5412,4214,2055900,3643978,3458,2749,1190947,2649746,2751,3449,1589632,1845363,4980,3956,1779772,3769508,5106,6409,2900092,3593460,2789,3452,1639812,1886592,3442,2764,1208912,2689901",,1650936254407692500,1650965055015946,-1.6492852893526766e+18
45,8,4,"1479626044,4060,5080,2297053,2843365,3556,2907,1247203,2838856,3531,2907,1246321,2835960,2897,3543,1687309,1928144,4206,5365,2192993,3175912,5412,4214,2055900,3643978,3458,2749,1190947,2649746,2751,3449,1589632,1845363,4980,3956,1779772,3769508,5106,6409,2900092,3593460,2789,3452,1639812,1886592,3442,2764,1208912,2689901",,1650936254407692500,1650965057017298,-1.6492852893506752e+18
46,8,15,"1479626044,4060,5080,2297053,2843365,3556,2907,1247203,2838856,3531,2907,1246321,2835960,2897,3543,1687309,1928144,4206,5365,2192993,3175912,5412,4214,2055900,3643978,3458,2749,1190947,2649746,2751,3449,1589632,1845363,4980,3956,1779772,3769508,5106,6409,2900092,3593460,2789,3452,1639812,1886592,3442,2764,1208912,2689901",,1650936254407692500,1650965057017298,-1.6492852893506752e+18
47,8,15,"1479626044,4060,5080,2297053,2843365,3556,2907,1247203,2838856,3531,2907,1246321,2835960,2897,3543,1687309,1928144,4206,5365,2192993,3175912,5412,4214,2055900,3643978,3458,2749,1190947,2649746,2751,3449,1589632,1845363,4980,3956,1779772,3769508,5106,6409,2900092,3593460,2789,3452,1639812,1886592,3442,2764,1208912,2689901",,1650936255608352300,1650965057017298,-1.649285290551335e+18
48,8,15,"1479626044,4060,5080,2297053,2843365,3556,2907,1247203,2838856,3531,2907,1246321,2835960,2897,3543,1687309,1928144,4206,5365,2192993,3175912,5412,4214,2055900,3643978,3458,2749,1190947,2649746,2751,3449,1589632,1845363,4980,3956,1779772,3769508,5106,6409,2900092,3593460,2789,3452,1639812,1886592,3442,2764,1208912,2689901",,1650936255608352300,1650965057017298,-1.649285290551335e+18
